movie id,budget,original language,original title,popularity,release date,revenue,runtime,status,average voting,vote count,genre name,production companies name,production country,production country name,Continent,director_experience_level,is_good,profit,high budget,popularity category
330770,0,fr,Évolution,3.300061,9/14/2015,0,81,Released,6.4,47,Mystery,Ex Nihilo,BE,Belgium,Europe,low,FALSE,0,FALSE,Low
9433,0,en,The Edge,20.632673,9/6/1997,43312294,117,Released,6.7,349,Action,Art Linson Productions,US,United States of America,North America,medium,FALSE,43312294,FALSE,Low
19959,80000000,en,Surrogates,36.664991,9/24/2009,122444772,89,Released,5.9,1195,Action,Touchstone Pictures,US,United States of America,North America,low,FALSE,42444772,FALSE,Medium
11973,80000000,en,Thirteen Days,18.26121,12/24/2000,34566746,145,Released,6.9,189,Drama,New Line Cinema,US,United States of America,North America,medium,FALSE,-45433254,FALSE,Low
11228,80000000,en,Daylight,16.681269,12/6/1996,159212469,115,Released,5.8,378,Action,Universal Pictures,US,United States of America,North America,medium,FALSE,79212469,FALSE,Low
77951,80000000,en,Walking With Dinosaurs,10.088006,12/18/2013,126546518,87,Released,5.2,133,Animation,BBC Worldwide,AU,Australia,Oceania,low,FALSE,46546518,FALSE,Low
5491,44000000,en,Battlefield Earth,7.89147,5/10/2000,21400000,118,Released,3,255,Action,Franchise Pictures,US,United States of America,North America,low,FALSE,-22600000,FALSE,Low
10715,80000000,en,Looney Tunes: Back in Action,16.715631,11/14/2003,68514844,90,Released,5.6,297,Animation,Lonely Film Productions GmbH & Co. KG.,DE,Germany,Europe,medium,FALSE,-11485156,FALSE,Low
10197,80000000,en,Nine,9.357734,12/3/2009,53825515,112,Released,5.1,165,Drama,The Weinstein Company,IT,Italy,Europe,medium,FALSE,-26174485,FALSE,Low
9562,80000000,en,Timeline,11.22268,11/26/2003,19480739,116,Released,5.4,318,Action,Paramount Pictures,US,United States of America,North America,high,FALSE,-60519261,FALSE,Low
9922,80000000,en,The Postman,14.564667,12/25/1997,17626234,177,Released,6.1,299,Drama,Tig Productions,US,United States of America,North America,low,FALSE,-62373766,FALSE,Low
9447,90000000,en,Babe: Pig in the City,11.356079,11/25/1998,69131860,92,Released,5.2,305,Adventure,Kennedy Miller Productions,AU,Australia,Oceania,medium,FALSE,-20868140,FALSE,Low
274854,90000000,en,The Last Witch Hunter,52.612025,10/21/2015,146936910,106,Released,5.7,1316,Fantasy,Summit Entertainment,US,United States of America,North America,low,FALSE,56936910,FALSE,Medium
8870,80000000,en,Red Planet,13.800656,11/10/2000,33463969,106,Released,5.4,267,Thriller,Village Roadshow Pictures,AU,Australia,Oceania,low,FALSE,-46536031,FALSE,Low
9992,86000000,en,Arthur et les Minimoys,27.097932,12/13/2006,107944236,94,Released,6,639,Adventure,Canal Plus,FR,France,Europe,medium,FALSE,21944236,FALSE,Low
36970,0,en,Oceans,10.706613,10/17/2009,19406406,84,Released,7.3,111,Documentary,Pathé Films,FR,France,Europe,low,TRUE,19406406,FALSE,Low
10077,80000000,en,A Sound of Thunder,7.342892,5/15/2005,5989640,110,Released,4.8,111,Thriller,Epsilon Motion Pictures,CZ,Czech Republic,,medium,FALSE,-74010360,FALSE,Low
76649,130000000,en,Pompeii,50.561849,2/18/2014,117831631,105,Released,5.2,1267,Action,Impact Pictures,CA,Canada,North America,high,FALSE,-12168369,TRUE,Medium
293644,8000000,es,Don Gato: El inicio de la pandilla,0.719996,10/30/2015,0,89,Released,5.3,9,Comedy,Anima Estudios,IN,India,Asia,low,FALSE,-8000000,FALSE,Low
453,60000000,en,A Beautiful Mind,59.248437,12/11/2001,313542341,135,Released,7.7,3009,Drama,Imagine Entertainment,US,United States of America,North America,high,TRUE,253542341,FALSE,Medium
8587,45000000,en,The Lion King,90.457886,6/23/1994,788241776,89,Released,8,5376,Family,Walt Disney Pictures,US,United States of America,North America,medium,TRUE,743241776,FALSE,High
72545,79000000,en,Journey 2: The Mysterious Island,40.723459,1/19/2012,355692760,94,Released,5.8,1030,Adventure,New Line Cinema,US,United States of America,North America,low,FALSE,276692760,FALSE,Medium
109451,78000000,en,Cloudy with a Chance of Meatballs 2,41.247402,9/26/2013,248384621,95,Released,6.4,915,Animation,Columbia Pictures,US,United States of America,North America,low,FALSE,170384621,FALSE,Medium
9533,78000000,en,Red Dragon,10.083905,9/29/2002,209196298,124,Released,6.7,1115,Crime,Universal Pictures,DE,Germany,Europe,high,FALSE,131196298,FALSE,Low
2023,100000000,en,Hidalgo,16.759252,3/5/2004,108103450,136,Released,6.5,318,Western,Casey Silver Productions,US,United States of America,North America,low,FALSE,8103450,FALSE,Low
71880,79000000,en,Jack and Jill,22.132418,11/11/2011,149673788,91,Released,4.1,604,Comedy,Columbia Pictures,US,United States of America,North America,medium,FALSE,70673788,FALSE,Low
584,76000000,en,2 Fast 2 Furious,10.520961,6/5/2003,236350661,107,Released,6.2,2028,Action,Mikona Productions GmbH & Co. KG,US,United States of America,North America,medium,FALSE,160350661,FALSE,Low
309809,64000000,en,The Little Prince,35.384423,7/29/2015,97571250,92,Released,7.6,756,Adventure,Onyx Films,FR,France,Europe,low,TRUE,33571250,FALSE,Medium
4858,80000000,en,The Invasion,15.673154,8/17/2007,15071514,99,Released,5.7,359,Science Fiction,Village Roadshow Pictures,US,United States of America,North America,medium,FALSE,-64928486,FALSE,Low
17711,76000000,en,The Adventures of Rocky & Bullwinkle,8.981427,6/30/2000,35134820,88,Released,3.9,87,Action,Universal Pictures,DE,Germany,Europe,low,FALSE,-40865180,FALSE,Low
328111,75000000,en,The Secret Life of Pets,31.482872,6/18/2016,875958308,87,Released,5.9,3462,Animation,Universal Pictures,US,United States of America,North America,low,FALSE,800958308,FALSE,Low
8698,78000000,en,The League of Extraordinary Gentlemen,47.436675,7/11/2003,179265204,110,Released,5.7,1155,Fantasy,Twentieth Century Fox Film Corporation,CZ,Czech Republic,,low,FALSE,101265204,FALSE,Medium
93456,76000000,en,Despicable Me 2,136.886704,6/25/2013,970761885,98,Released,7,4637,Animation,Universal Pictures,US,United States of America,North America,low,TRUE,894761885,FALSE,High
602,75000000,en,Independence Day,60.442593,6/25/1996,816969268,145,Released,6.7,3260,Action,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,741969268,FALSE,Medium
330,73000000,en,The Lost World: Jurassic Park,2.502487,5/23/1997,229074524,129,Released,6.2,2487,Adventure,Universal Pictures,US,United States of America,North America,high,FALSE,156074524,FALSE,Low
953,75000000,en,Madagascar,48.110909,5/25/2005,532680671,86,Released,6.6,3237,Family,DreamWorks SKG,US,United States of America,North America,medium,FALSE,457680671,FALSE,Medium
9693,76000000,en,Children of Men,35.387874,9/22/2006,69959751,109,Released,7.4,2071,Drama,Universal Pictures,GB,United Kingdom,Europe,medium,TRUE,-6040249,FALSE,Medium
36657,75000000,en,X-Men,4.66891,7/13/2000,296339527,104,Released,6.8,4097,Adventure,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,221339527,FALSE,Low
8909,75000000,en,Wanted,73.82289,6/19/2008,258270008,110,Released,6.4,2528,Action,Universal Pictures,DE,Germany,Europe,low,FALSE,183270008,FALSE,High
9802,75000000,en,The Rock,51.469576,6/6/1996,335062621,136,Released,6.9,1456,Action,Hollywood Pictures,US,United States of America,North America,high,FALSE,260062621,FALSE,Medium
950,80000000,en,Ice Age: The Meltdown,85.115058,3/23/2006,660940780,91,Released,6.5,2951,Animation,Blue Sky Studios,US,United States of America,North America,medium,FALSE,580940780,FALSE,High
1824,75000000,en,50 First Dates,61.437586,2/13/2004,196482882,99,Released,6.6,2105,Comedy,Columbia Pictures Corporation,US,United States of America,North America,medium,FALSE,121482882,FALSE,Medium
2976,50000000,en,Hairspray,31.160542,7/13/2007,90450008,117,Released,6.5,709,Family,New Line Cinema,GB,United Kingdom,Europe,medium,FALSE,40450008,FALSE,Low
11026,80000000,en,Exorcist: The Beginning,15.761384,8/20/2004,78000586,114,Released,4.7,183,Horror,Morgan Creek Productions,US,United States of America,North America,high,FALSE,-1999414,FALSE,Low
332,75000000,en,Inspector Gadget,17.561955,7/23/1999,0,78,Released,4.3,318,Action,Walt Disney Pictures,US,United States of America,North America,low,FALSE,-75000000,FALSE,Low
75656,75000000,en,Now You See Me,71.124686,5/29/2013,117698894,115,Released,7.3,5487,Thriller,Summit Entertainment,US,United States of America,North America,medium,TRUE,42698894,FALSE,High
38365,80000000,en,Grown Ups,38.864027,6/24/2010,271430189,102,Released,6,1705,Comedy,Columbia Pictures,US,United States of America,North America,medium,FALSE,191430189,FALSE,Medium
594,60000000,en,The Terminal,57.753914,6/17/2004,219417255,128,Released,7,1910,Comedy,DreamWorks SKG,US,United States of America,North America,high,TRUE,159417255,FALSE,Medium
15189,35000000,en,Hotel for Dogs,13.25753,1/16/2009,73034460,100,Released,5.7,202,Comedy,DreamWorks SKG,US,United States of America,North America,low,FALSE,38034460,FALSE,Low
11678,75000000,en,Vertical Limit,13.318744,12/8/2000,215663859,124,Released,5.9,283,Action,Columbia Pictures Corporation,NZ,New Zealand,Oceania,medium,FALSE,140663859,FALSE,Low
6538,75000000,en,Charlie Wilson's War,18.70031,12/19/2007,119000410,102,Released,6.5,338,Comedy,Universal Pictures,US,United States of America,North America,medium,FALSE,44000410,FALSE,Low
10555,75000000,en,Shark Tale,47.094369,9/20/2004,367275019,90,Released,5.8,1557,Animation,DreamWorks SKG,US,United States of America,North America,low,FALSE,292275019,FALSE,Medium
1125,70000000,en,Dreamgirls,14.486311,12/25/2006,154937680,134,Released,6.6,284,Drama,Paramount Pictures,US,United States of America,North America,medium,FALSE,84937680,FALSE,Low
4551,53000000,en,Be Cool,18.61472,3/4/2005,95226116,118,Released,5.4,292,Comedy,Double Feature Films,US,United States of America,North America,medium,FALSE,42226116,FALSE,Low
612,70000000,en,Munich,29.035222,12/22/2005,130358911,164,Released,6.9,696,Drama,DreamWorks SKG,CA,Canada,North America,high,FALSE,60358911,FALSE,Low
9567,70000000,en,Tears of the Sun,27.055085,3/7/2003,85632458,121,Released,6.4,573,Action,Columbia Pictures,US,United States of America,North America,medium,FALSE,15632458,FALSE,Low
37821,75000000,en,Killers,23.004607,6/4/2010,98159963,100,Released,5.7,772,Action,Katalyst Films,US,United States of America,North America,medium,FALSE,23159963,FALSE,Low
203801,75000000,en,The Man from U.N.C.L.E.,48.744209,8/13/2015,108145109,116,Released,7.1,2265,Comedy,Davis Entertainment,US,United States of America,North America,medium,TRUE,33145109,FALSE,Medium
2539,80000000,en,Spanglish,14.209329,12/17/2004,55041367,130,Released,5.8,369,Comedy,Gracie Films,US,United States of America,North America,low,FALSE,-24958633,FALSE,Low
9297,75000000,en,Monster House,36.368839,7/21/2006,140175006,91,Released,6.3,874,Animation,Columbia Pictures,US,United States of America,North America,low,FALSE,65175006,FALSE,Medium
3172,75000000,en,Bandits,24.353302,10/12/2001,67631903,123,Released,6.2,302,Action,Cheyenne Enterprises,US,United States of America,North America,high,FALSE,-7368097,FALSE,Low
6520,55000000,en,First Knight,19.143321,7/7/1995,127600435,134,Released,5.9,311,Action,Columbia Pictures Corporation,US,United States of America,North America,low,FALSE,72600435,FALSE,Low
1439,75000000,en,Anna and the King,13.327372,12/16/1999,0,148,Released,6.4,197,Drama,Fox 2000 Pictures,MY,Malaysia,Asia,medium,FALSE,-75000000,FALSE,Low
37958,75000000,en,Immortals,37.917002,11/10/2011,226904017,110,Released,5.7,880,Fantasy,Virgin Produced,US,United States of America,North America,low,FALSE,151904017,FALSE,Medium
2026,52000000,en,Hostage,23.663713,3/9/2005,77944725,113,Released,6.2,512,Mystery,Miramax Films,DE,Germany,Europe,low,FALSE,25944725,FALSE,Low
7450,75000000,en,Titan A.E.,14.44381,6/16/2000,36754634,94,Released,6.3,313,Animation,Twentieth Century Fox Film Corporation,US,United States of America,North America,low,FALSE,-38245366,FALSE,Low
11375,75000000,en,Hollywood Homicide,10.605084,6/9/2003,51142659,116,Released,5,166,Action,Columbia Pictures,US,United States of America,North America,low,FALSE,-23857341,FALSE,Low
9425,75000000,en,Soldier,11.873856,10/23/1998,14567883,99,Released,6.1,221,Action,Impact Pictures,US,United States of America,North America,high,FALSE,-60432117,FALSE,Low
25769,0,en,Carriers,12.708963,9/4/2009,5802422,84,Released,5.8,282,Action,Paramount Vantage,US,United States of America,North America,low,FALSE,5802422,FALSE,Low
23685,75000000,en,Monkeybone,8.098369,2/23/2001,5409517,93,Released,4.3,78,Adventure,Twentieth Century Fox Film Corporation,US,United States of America,North America,low,FALSE,-69590483,FALSE,Low
11866,45000000,en,Flight of the Phoenix,20.374308,12/17/2004,21009180,113,Released,5.7,276,Action,Twentieth Century Fox Film Corporation,US,United States of America,North America,low,FALSE,-23990820,FALSE,Low
9741,75000000,en,Unbreakable,42.006908,11/13/2000,248118121,106,Released,6.9,1946,Science Fiction,Limited Edition Productions Inc.,US,United States of America,North America,medium,FALSE,173118121,FALSE,Medium
211672,74000000,en,Minions,875.581305,6/17/2015,1156730962,91,Released,6.4,4571,Family,Universal Pictures,US,United States of America,North America,low,FALSE,1082730962,FALSE,High
23629,82000000,en,Sucker Punch,39.127082,3/24/2011,89792502,110,Released,5.9,1623,Action,Legendary Pictures,US,United States of America,North America,medium,FALSE,7792502,FALSE,Medium
8688,73000000,en,Snake Eyes,20.790703,8/7/1998,103891409,98,Released,5.8,327,Crime,Paramount Pictures,CA,Canada,North America,high,FALSE,30891409,FALSE,Low
10153,75000000,en,Sphere,18.65988,2/13/1998,13100000,134,Released,5.8,476,Science Fiction,Punch Productions,US,United States of America,North America,high,FALSE,-61900000,FALSE,Low
153518,73000000,en,The Angry Birds Movie,45.720894,5/11/2016,349779543,97,Released,5.9,1022,Family,Columbia Pictures,FI,Finland,Europe,low,FALSE,276779543,FALSE,Medium
8676,70000000,en,Fool's Gold,21.789615,2/7/2008,111231041,112,Released,5.4,444,Romance,De Line Pictures,US,United States of America,North America,medium,FALSE,41231041,FALSE,Low
20829,75000000,en,Funny People,20.199057,7/31/2009,61458982,146,Released,5.7,390,Comedy,Columbia Pictures,US,United States of America,North America,medium,FALSE,-13541018,FALSE,Low
4349,70000000,en,The Kingdom,26.123705,8/22/2007,86658558,110,Released,6.5,513,Thriller,Universal Pictures,DE,Germany,Europe,medium,FALSE,16658558,FALSE,Low
9718,72500000,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,8/4/2006,162966177,116,Released,6.2,491,Comedy,Columbia Pictures,US,United States of America,North America,medium,FALSE,90466177,FALSE,Low
10808,70000000,en,Dr. Dolittle 2,13.543053,6/22/2001,176104344,87,Released,4.9,410,Comedy,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,106104344,FALSE,Low
197,72000000,en,Braveheart,60.722162,5/24/1995,210000000,177,Released,7.7,3336,Action,Icon Entertainment International,US,United States of America,North America,low,TRUE,138000000,FALSE,Medium
25,72000000,en,Jarhead,32.227223,11/4/2005,96889998,125,Released,6.6,765,Drama,Universal Pictures,DE,Germany,Europe,medium,FALSE,24889998,FALSE,Low
35,75000000,en,The Simpsons Movie,46.875375,7/25/2007,527068851,87,Released,6.9,2264,Animation,Gracie Films,US,United States of America,North America,low,FALSE,452068851,FALSE,Medium
11086,72000000,en,The Majestic,11.215702,12/21/2001,37317558,152,Released,6.6,188,Drama,Village Roadshow Pictures,US,United States of America,North America,low,FALSE,-34682442,FALSE,Low
10477,94000000,en,Driven,8.468586,4/27/2001,54744738,116,Released,4.5,179,Action,Epsilon Motion Pictures,AU,Australia,Oceania,high,FALSE,-39255262,FALSE,Low
1997,74500000,en,Deux frères,8.884318,4/7/2004,62172050,109,Released,6.9,180,Adventure,Pathé Renn Productions,FR,France,Europe,low,FALSE,-12327950,FALSE,Low
6947,60000000,en,The Village,27.491891,7/30/2004,256697520,108,Released,6.2,1071,Drama,Scott Rudin Productions,US,United States of America,North America,medium,FALSE,196697520,FALSE,Low
3050,71000000,en,Doctor Dolittle,21.462935,6/22/1998,294456605,85,Released,5.4,686,Comedy,Twentieth Century Fox Film Corporation,US,United States of America,North America,low,FALSE,223456605,FALSE,Low
2675,72000000,en,Signs,28.848187,8/2/2002,408247917,106,Released,6.4,1599,Drama,"Kennedy/Marshall Company, The",US,United States of America,North America,medium,FALSE,336247917,FALSE,Low
809,150000000,en,Shrek 2,47.320801,5/19/2004,919838758,93,Released,6.7,2988,Adventure,DreamWorks SKG,US,United States of America,North America,medium,FALSE,769838758,TRUE,Medium
920,120000000,en,Cars,82.643036,6/8/2006,461983149,117,Released,6.6,3877,Animation,Walt Disney Pictures,US,United States of America,North America,medium,FALSE,341983149,TRUE,High
4806,70000000,en,Runaway Bride,20.230535,7/30/1999,309457509,116,Released,5.7,455,Comedy,Paramount Pictures,US,United States of America,North America,medium,FALSE,239457509,FALSE,Low
7451,70000000,en,xXx,46.217769,8/9/2002,277448382,124,Released,5.8,1424,Action,Columbia Pictures,US,United States of America,North America,medium,FALSE,207448382,FALSE,Medium
228165,74000000,en,The SpongeBob Movie: Sponge Out of Water,36.952268,2/5/2015,311594032,93,Released,5.8,719,Animation,Paramount Pictures,US,United States of America,North America,low,FALSE,237594032,FALSE,Medium
3595,80000000,en,Ransom,16.411345,11/8/1996,309492681,117,Released,6.4,470,Action,Touchstone Pictures,US,United States of America,North America,high,FALSE,229492681,FALSE,Low
16869,70000000,en,Inglourious Basterds,72.595961,8/18/2009,319131050,153,Released,7.9,6430,Drama,Universal Pictures,DE,Germany,Europe,high,TRUE,249131050,FALSE,High
879,70000000,en,Hook,33.648404,12/11/1991,300854823,144,Released,6.6,1532,Adventure,Amblin Entertainment,US,United States of America,North America,high,FALSE,230854823,FALSE,Low
1573,70000000,en,Die Hard 2,57.69847,7/2/1990,240031094,124,Released,6.6,1896,Action,Twentieth Century Fox Film Corporation,US,United States of America,North America,high,FALSE,170031094,FALSE,Medium
9257,80000000,en,S.W.A.T.,34.052253,8/8/2003,116643346,117,Released,5.8,770,Action,Original Film,US,United States of America,North America,low,FALSE,36643346,FALSE,Medium
1903,68000000,en,Vanilla Sky,27.299301,12/10/2001,203388341,136,Released,6.5,1078,Drama,Paramount Pictures,US,United States of America,North America,medium,FALSE,135388341,FALSE,Low
9697,75000000,en,Lady in the Water,20.219385,7/21/2006,42285169,110,Released,5.3,409,Drama,Legendary Pictures,US,United States of America,North America,medium,FALSE,-32714831,FALSE,Low
395,70000000,en,AVP: Alien vs. Predator,42.957216,8/12/2004,171183863,101,Released,5.5,1217,Adventure,Impact Pictures,CA,Canada,North America,high,FALSE,101183863,FALSE,Medium
23398,75000000,en,Alvin and the Chipmunks: The Squeakquel,29.412262,12/21/2009,443140005,88,Released,5.4,666,Comedy,Regency Enterprises,US,United States of America,North America,low,FALSE,368140005,FALSE,Low
10590,75000000,en,We Were Soldiers,19.708731,3/1/2002,114660784,138,Released,6.7,521,Action,Icon Entertainment International,DE,Germany,Europe,low,FALSE,39660784,FALSE,Low
117263,70000000,en,Olympus Has Fallen,59.428223,3/20/2013,161025640,120,Released,6.2,2981,Action,Nu Image Films,US,United States of America,North America,medium,FALSE,91025640,FALSE,Medium
200,70000000,en,Star Trek: Insurrection,19.711951,12/10/1998,118000000,103,Released,6.3,391,Science Fiction,Paramount Pictures,US,United States of America,North America,low,FALSE,48000000,FALSE,Low
44943,70000000,en,Battle: Los Angeles,49.199234,3/8/2011,202466756,116,Released,5.5,1448,Action,Columbia Pictures,US,United States of America,North America,medium,FALSE,132466756,FALSE,Medium
587,70000000,en,Big Fish,46.199482,12/25/2003,122919055,125,Released,7.6,1994,Adventure,Columbia Pictures,US,United States of America,North America,high,TRUE,52919055,FALSE,Medium
10395,0,en,Wolf,13.758526,6/17/1994,0,125,Released,6,216,Fantasy,Columbia Pictures,US,United States of America,North America,medium,FALSE,0,FALSE,Low
57212,66000000,en,War Horse,29.505574,12/25/2011,177584879,146,Released,7,992,Drama,DreamWorks SKG,US,United States of America,North America,high,TRUE,111584879,FALSE,Low
152760,70000000,en,The Monuments Men,43.873266,1/24/2014,154984035,118,Released,5.8,1523,War,Columbia Pictures,DE,Germany,Europe,medium,FALSE,84984035,FALSE,Medium
2756,70000000,en,The Abyss,24.961625,8/9/1989,90000098,139,Released,7.1,808,Adventure,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,TRUE,20000098,FALSE,Low
33909,70000000,en,Wall Street: Money Never Sleeps,23.25645,9/2/2010,134748021,133,Released,5.8,493,Drama,Twentieth Century Fox Film Corporation,US,United States of America,North America,high,FALSE,64748021,FALSE,Low
49017,70000000,en,Dracula Untold,64.457947,10/1/2014,215529201,92,Released,6.2,2389,Horror,Universal Pictures,US,United States of America,North America,low,FALSE,145529201,FALSE,Medium
9882,70000000,en,The Siege,20.089933,11/6/1998,116672912,116,Released,6,352,Drama,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,46672912,FALSE,Low
2270,70000000,en,Stardust,48.032734,8/9/2007,135560026,127,Released,7.1,1184,Adventure,Paramount Pictures,IS,Iceland,Europe,low,TRUE,65560026,FALSE,Medium
978,70000000,en,Seven Years in Tibet,16.92991,9/12/1997,131457682,136,Released,7,630,Adventure,TriStar Pictures,US,United States of America,North America,low,TRUE,61457682,FALSE,Low
44564,70000000,en,The Dilemma,14.780634,1/13/2011,67112664,111,Released,5.2,304,Comedy,Imagine Entertainment,US,United States of America,North America,high,FALSE,-2887336,FALSE,Low
3132,70000000,en,Bad Company,14.086292,6/7/2002,65977295,116,Released,5.4,228,Action,Jerry Bruckheimer Films,US,United States of America,North America,high,FALSE,-4022705,FALSE,Low
8814,60000000,en,Doom,29.261348,10/20/2005,55987321,105,Released,5,609,Adventure,Di Bonaventura Pictures,CZ,Czech Republic,,medium,FALSE,-4012679,FALSE,Low
8427,70000000,en,I Spy,13.267631,10/31/2002,33561137,97,Released,5.2,269,Action,Columbia Pictures Corporation,US,United States of America,North America,low,FALSE,-36438863,FALSE,Low
52520,70000000,en,Underworld: Awakening,58.401204,1/19/2012,160112671,88,Released,6.1,1862,Fantasy,Lakeshore Entertainment,US,United States of America,North America,low,FALSE,90112671,FALSE,Medium
80585,75000000,en,Rock of Ages,23.515938,6/13/2012,59418613,123,Released,6,385,Comedy,New Line Cinema,US,United States of America,North America,medium,FALSE,-15581387,FALSE,Low
10592,70000000,en,Hart's War,14.244518,2/15/2002,32287044,125,Released,5.9,241,Drama,David Foster Productions,US,United States of America,North America,low,FALSE,-37712956,FALSE,Low
49021,66000000,en,Killer Elite,29.501489,9/23/2011,57777106,116,Released,6.1,695,Action,Current Entertainment,AU,Australia,Oceania,low,FALSE,-8222894,FALSE,Low
11535,0,en,Rollerball,9.306253,2/8/2002,0,98,Released,3.4,106,Action,Atlas Entertainment,DE,Germany,Europe,high,FALSE,0,FALSE,Low
10550,70000000,en,Ballistic: Ecks vs. Sever,8.37378,9/20/2002,19924033,91,Released,4.3,97,Action,Epsilon Motion Pictures,DE,Germany,Europe,low,FALSE,-50075967,FALSE,Low
11258,70000000,en,Hard Rain,10.930537,1/16/1998,19870567,97,Released,5.5,179,Thriller,Paramount Pictures,DK,Denmark,Europe,low,FALSE,-50129433,FALSE,Low
12610,75000000,en,Osmosis Jones,10.54544,8/7/2001,13596911,95,Released,5.9,228,Adventure,Conundrum Entertainment,US,United States of America,North America,high,FALSE,-61403089,FALSE,Low
59981,70000000,en,Legends of Oz: Dorothy's Return,6.682006,6/13/2013,18662027,88,Released,5.9,43,Animation,Prana Animation Studios,IN,India,Asia,low,FALSE,-51337973,FALSE,Low
201088,70000000,en,Blackhat,46.832372,1/13/2015,17752940,133,Released,5.1,826,Crime,Universal Pictures,US,United States of America,North America,medium,FALSE,-52247060,FALSE,Medium
5137,70000000,en,Sky Captain and the World of Tomorrow,24.664776,9/17/2004,57958696,107,Released,5.7,439,Mystery,Paramount Pictures,GB,United Kingdom,Europe,low,FALSE,-12041304,FALSE,Low
3093,70000000,en,Basic Instinct 2,13.483387,3/29/2006,38629478,114,Released,4.6,180,Crime,Intermedia Films,DE,Germany,Europe,low,FALSE,-31370522,FALSE,Low
107846,50000000,en,Escape Plan,44.478043,10/9/2013,122915111,115,Released,6.7,1659,Action,Summit Entertainment,US,United States of America,North America,low,FALSE,72915111,FALSE,Medium
188207,70000000,en,The Legend of Hercules,25.020428,1/10/2014,61279452,99,Released,4.4,533,Action,Millennium Films,US,United States of America,North America,high,FALSE,-8720548,FALSE,Low
4614,68000000,en,The Sum of All Fears,22.392544,5/31/2002,193000000,124,Released,5.9,437,Thriller,Paramount Pictures,US,United States of America,North America,low,FALSE,125000000,FALSE,Low
24021,68000000,en,The Twilight Saga: Eclipse,107.069763,6/23/2010,698491347,124,Released,5.8,2301,Adventure,Summit Entertainment,US,United States of America,North America,low,FALSE,630491347,FALSE,High
11371,68000000,en,The Score,22.572323,7/13/2001,71069884,124,Released,6.7,423,Action,Paramount Pictures,DE,Germany,Europe,medium,FALSE,3069884,FALSE,Low
20352,69000000,en,Despicable Me,113.858273,7/8/2010,543513985,95,Released,7.1,6478,Animation,Universal Pictures,US,United States of America,North America,low,TRUE,474513985,FALSE,High
11517,60000000,en,Money Train,10.004564,11/21/1995,35431113,103,Released,5.4,222,Action,Columbia Pictures,US,United States of America,North America,low,FALSE,-24568887,FALSE,Low
214756,68000000,en,Ted 2,68.734513,6/25/2015,217022588,115,Released,6.2,2463,Comedy,Universal Pictures,US,United States of America,North America,low,FALSE,149022588,FALSE,High
26428,70000000,en,Agora,18.888806,5/17/2009,39041505,127,Released,6.9,395,Adventure,Himenóptero,ES,Spain,Europe,low,FALSE,-30958495,FALSE,Low
9824,68000000,en,Mystery Men,12.948627,8/6/1999,29762011,121,Released,5.7,250,Adventure,Universal Pictures,US,United States of America,North America,low,FALSE,-38237989,FALSE,Low
48988,36000000,en,Hall Pass,27.11589,2/25/2011,83160734,105,Released,5.4,611,Comedy,New Line Cinema,US,United States of America,North America,high,FALSE,47160734,FALSE,Low
9008,90000000,en,The Insider,26.153669,10/28/1999,60289912,157,Released,7.3,481,Drama,Spyglass Entertainment,US,United States of America,North America,medium,TRUE,-29710088,FALSE,Low
300673,80000000,en,The Finest Hours,28.223664,1/25/2016,52099090,114,Released,6.3,588,Action,Walt Disney Pictures,US,United States of America,North America,low,FALSE,-27900910,FALSE,Low
12113,70000000,en,Body of Lies,37.507136,10/10/2008,113280098,128,Released,6.5,895,Action,Scott Free Productions,US,United States of America,North America,high,FALSE,43280098,FALSE,Medium
38778,69000000,en,Dinner for Schmucks,11.023691,7/30/2010,86387857,114,Released,5.5,531,Comedy,Paramount Pictures,US,United States of America,North America,medium,FALSE,17387857,FALSE,Low
72331,69000000,en,Abraham Lincoln: Vampire Hunter,38.634767,6/20/2012,112265139,94,Released,5.5,1269,Action,Twentieth Century Fox Film Corporation,US,United States of America,North America,low,FALSE,43265139,FALSE,Medium
1844,66000000,en,Entrapment,25.877794,4/29/1999,212404396,112,Released,6,602,Romance,Fountainbridge Films,GB,United Kingdom,Europe,low,FALSE,146404396,FALSE,Low
846,66000000,en,The X Files,18.59991,6/19/1998,189198313,121,Released,6.6,488,Mystery,Twentieth Century Fox Film Corporation,CA,Canada,North America,low,FALSE,123198313,FALSE,Low
9703,67000000,en,The Last Legion,12.282911,4/19/2007,25303038,102,Released,5,207,Action,Ingenious Film Partners,GB,United Kingdom,Europe,low,FALSE,-41696962,FALSE,Low
857,70000000,en,Saving Private Ryan,76.041867,7/24/1998,481840909,169,Released,7.9,5048,Drama,Paramount Pictures,US,United States of America,North America,high,TRUE,411840909,FALSE,High
136797,66000000,en,Need for Speed,54.81489,3/13/2014,203277636,130,Released,6.1,1520,Action,DreamWorks SKG,PH,Philippines,Asia,low,FALSE,137277636,FALSE,Medium
